slug,name,bio,description,image,social_youtube,social_tiktok,social_instagram
"tyler-martin","Tyler, the Ordinary Mystic","Practical astrology and tarot for skeptics who want signal over noise.","Tyler writes grounded essays on astrology, tarot, and pattern recognition. His work translates symbolic systems into practical frameworks for decision-making, timing, and self-reflection.","/favicon.png","","",""
